CID,FST_USE_DT
CID0106088,20170629
CID0248532,20170621
CID0077359,20170622
CID0100066,20170622
CID0248178,20170622
CID0222347,20170622
CID0347508,20170623
CID0031948,20170623
CID0022565,20170622
CID0085324,20170623
CID0192455,20170623
CID0046195,20160823
CID0237849,20160823
CID0029383,20160824
CID0117208,20160823
CID0324017,20170815
CID0099041,20170815
CID0161596,20170818
CID0066555,20170817
CID0386932,20170816
CID0219272,20170816
CID0369265,20170817
CID0303034,20170816
CID0346976,20170815
CID0148187,20170816
CID0091228,20170816
CID0327718,20170824
CID0223918,20170823
CID0117015,20170809
CID0280901,20170810
CID0371720,20170809
CID0224572,20160820
CID0289313,20170810
CID0083624,20170810
CID0066077,20170812
CID0174492,20170810
CID0100481,20170810
CID0329070,20170810
CID0148735,20170809
CID0125571,20170811
CID0204719,20170810
CID0110662,20170822
CID0166929,20170825
CID0190706,20170825
CID0045148,20170824
CID0326420,20170825
CID0101274,20170825
CID0324778,20170825
CID0054834,20170824
CID0062669,20170815
CID0194252,20170815
CID0125657,20170816
CID0301656,20170815
CID0072158,20170815
CID0303389,20170812
CID0260832,20170815
CID0259745,20170812
CID0090554,20170812
CID0236605,20160823
CID0106459,20160823
CID0347997,20160825
CID0129624,20160823
CID0150727,20160823
CID0260626,20170817
CID0277529,20170815
CID0233802,20170812
CID0350898,20170817
CID0335745,20170818
CID0035944,20170817
CID0141436,20170816
CID0315181,20170817
CID0038105,20170818
CID0176324,20170825
CID0084801,20170816
CID0193789,20170818
CID0297661,20170817
CID0322599,20170816
CID0002677,20170816
CID0098314,20170826
CID0152623,20170829
CID0107975,20170826
CID0261058,20170826
CID0111155,20170829
CID0036298,20170826
CID0050242,20170829
CID0370705,20160820
CID0238710,20160823
CID0323203,20160823
CID0128206,20160823
CID0237196,20160824
CID0307758,20160823
CID0239850,20160823
CID0103944,20160823
CID0059848,20170816
CID0361011,20170816
CID0122885,20170817
CID0281111,20170816
CID0314440,20170816
CID0023132,20170816
CID0164254,20170816
CID0130032,20170816
CID0365761,20170820
CID0158954,20170817
CID0162902,20170817
CID0275384,20170816
CID0304195,20170819
CID0106931,20160928
CID0092527,20170329
CID0237435,20170330
CID0071289,20170329
CID0110305,20170330
CID0079598,20170328
CID0003658,20170328
CID0339543,20170330
CID0122826,20170329
CID0135726,20170329
CID0164124,20170328
CID0223163,20170329
CID0067799,20170330
CID0371099,20170328
CID0074433,20170329
CID0149972,20170329
CID0312703,20170330
CID0205988,20170329
CID0349875,20170329
CID0374083,20170329
CID0121534,20170329
CID0105802,20170330
CID0195547,20170329
CID0272227,20170331
CID0251279,20170329
CID0305162,20160923
CID0335114,20160922
CID0160655,20160923
CID0249885,20160923
CID0113357,20160922
CID0122518,20170330
CID0248878,20170330
CID0122796,20160924
CID0106117,20160924
CID0221793,20160923
CID0376955,20160924
CID0183673,20160923
CID0012481,20160924
CID0144343,20160922
CID0185444,20160923
CID0255700,20160923
CID0029444,20160923
CID0261451,20160923
CID0209338,20160922
CID0329346,20160923
CID0205961,20160421
CID0200102,20160421
CID0299080,20160419
CID0260048,20160422
CID0114460,20160422
CID0029247,20160421
CID0031780,20160422
CID0163205,20160422
CID0035402,20160421
CID0263102,20160422
CID0179518,20160422
CID0383437,20160422
CID0116950,20160423
CID0067592,20160420
CID0025834,20160422
CID0165216,20160419
CID0109160,20160419
CID0317627,20160422
CID0306614,20160420
CID0357853,20160418
CID0063331,20160422
CID0009590,20160421
CID0027242,20160421
CID0068208,20160420
CID0122516,20160421
CID0163064,20160419
CID0116253,20160421
CID0085115,20160423
CID0195242,20160428
CID0262361,20160422
CID0166263,20160422
CID0194545,20160422
CID0206465,20160422
CID0076530,20160421
CID0030891,20160422
CID0331290,20160422
CID0332110,20160422
CID0307957,20160421
CID0331785,20160422
CID0235621,20160421
CID0057608,20160422
CID0139093,20160423
CID0019725,20160422
CID0063651,20160422
CID0170103,20160422
CID0323467,20160421
CID0186643,20160420
CID0112903,20160422
CID0320044,20160421
CID0005145,20160419
CID0197701,20160421
CID0151355,20160421
CID0230684,20160422
CID0310993,20160419
CID0287810,20160423
CID0191814,20160421
CID0194810,20160422
CID0281428,20160422
CID0180916,20160419
CID0106314,20160423
CID0345117,20160422
CID0114740,20160423
CID0333730,20160423
CID0154989,20160426
CID0272147,20160422
CID0005137,20160423
CID0362215,20160422
CID0350157,20160423
CID0147856,20160423
CID0028861,20160421
CID0094887,20160422
CID0333980,20160421
CID0228026,20160423
CID0360689,20160423
CID0295195,20160420
CID0310541,20160420
CID0199353,20160423
CID0380854,20160422
CID0200420,20160421
CID0227928,20160422
CID0114993,20160422
CID0376046,20160422
CID0239815,20160423
CID0101647,20160422
CID0311652,20170414
CID0128849,20170414
CID0355699,20170414
CID0024337,20170414
CID0193516,20171011
CID0246663,20170414
CID0362224,20170414
CID0373342,20170415
CID0096667,20170413
CID0219786,20171013
CID0051520,20171013
CID0353584,20171013
CID0034645,20171013
CID0034340,20171013
CID0382428,20171013
CID0350989,20170414
CID0173428,20170414
CID0243745,20170418
CID0286070,20170414
CID0065022,20170414
CID0212751,20171020
CID0234775,20171021
CID0035861,20170413
CID0216255,20170413
CID0059733,20170414
CID0263790,20170414
CID0378182,20170414
CID0079356,20170418
CID0064542,20170413
CID0315291,20170414
CID0280086,20170418
CID0379789,20170325
CID0098245,20170325
CID0038688,20170325
CID0301795,20170325
CID0086086,20170330
CID0377239,20170325
CID0305645,20170325
CID0156887,20170330
CID0102316,20170328
CID0339486,20170328
CID0132875,20170328
CID0179823,20170328
CID0241977,20170328
CID0345412,20170328
CID0250187,20170325
CID0322127,20170328
CID0251801,20170317
CID0383187,20170316
CID0295289,20170317
CID0038849,20170317
CID0222787,20170324
CID0253408,20170316
CID0122914,20170317
CID0334989,20170317
CID0162210,20170321
CID0028338,20170318
CID0344677,20170329
CID0334626,20170328
CID0281697,20170328
CID0030445,20170328
CID0171623,20170329
CID0256435,20170328
CID0218260,20170328
CID0326288,20170325
CID0136091,20170325
CID0170800,20170324
CID0301396,20170328
CID0362573,20170325
CID0250044,20170328
CID0277849,20170328
CID0268337,20170329
CID0353138,20170329
CID0039720,20170328
CID0385121,20170321
CID0189942,20170317
CID0258551,20170317
CID0363697,20170317
CID0267989,20170317
CID0220000,20170317
CID0274916,20170317
CID0174064,20170317
CID0270983,20170317
CID0374574,20170317
CID0000974,20170318
CID0240353,20170317
CID0321214,20170317
CID0323883,20170321
CID0326645,20170324
CID0354055,20170325
CID0277420,20170324
CID0028911,20170325
CID0148160,20170325
CID0382886,20170325
CID0173393,20170325
CID0231059,20170328
CID0326643,20170324
CID0261954,20170325
CID0285005,20170325
CID0192150,20170329
CID0249841,20170325
CID0283833,20170325
CID0325860,20170401
CID0233733,20170324
CID0372280,20170325
CID0141399,20170325
CID0131579,20170328
CID0072177,20171021
CID0216813,20171025
CID0047187,20171021
CID0252570,20171021
CID0242974,20171024
CID0059170,20171024
CID0020764,20171024
CID0332367,20171021
CID0289459,20171024
CID0085809,20171021
CID0353157,20171021
CID0049114,20171021
CID0344447,20171021
CID0327836,20171024
CID0259755,20171021
CID0000161,20170328
CID0069811,20170328
CID0089296,20170325
CID0291047,20170328
CID0201396,20160812
CID0112155,20160813
CID0068536,20160813
CID0027888,20160817
CID0372934,20160813
CID0367230,20160813
CID0045314,20160813
CID0247674,20160812
CID0116822,20160923
CID0308576,20160921
CID0060678,20160922
CID0204358,20160921
CID0356155,20160921
CID0289035,20160921
CID0385085,20160923
CID0251486,20160922
CID0093823,20160922
CID0268806,20160922
CID0075132,20160922
CID0272422,20160920
CID0254633,20160923
CID0126213,20160920
CID0060025,20160921
CID0077193,20160921
CID0254500,20160923
CID0184751,20160921
CID0130737,20160921
CID0042734,20160921
CID0257304,20160922
CID0084009,20160922
CID0368560,20160921
CID0162151,20160923
CID0140259,20160922
CID0215499,20160923
CID0331875,20160923
CID0373920,20160921
CID0344408,20160920
CID0012740,20160922
CID0162238,20160921
CID0344187,20160921
CID0181978,20160922
CID0072831,20160921
CID0238201,20150826
CID0317872,20150826
CID0034780,20150902
CID0330560,20150826
CID0028945,20150826
CID0045329,20150902
CID0336206,20150827
CID0368819,20150831
CID0050656,20150827
CID0211111,20150826
CID0292735,20150828
CID0171515,20150907
CID0159292,20150831
CID0320083,20150828
CID0385489,20150902
CID0094633,20150823
CID0261397,20150902
CID0213400,20150825
CID0264390,20150902
CID0257867,20150902
CID0006487,20150826
CID0352573,20150828
CID0130437,20150902
CID0038101,20150820
CID0081928,20150901
CID0003607,20150825
CID0143763,20150827
CID0230108,20150826
CID0283870,20150822
CID0190844,20150826
CID0086562,20150826
CID0314312,20150826
CID0355853,20150826
CID0354254,20150828
CID0137548,20150826
CID0004707,20150831
CID0288038,20150902
CID0236502,20150831
CID0275745,20150828
CID0179973,20150828
CID0154117,20150828
CID0179551,20150828
CID0098729,20150902
CID0072471,20150828
CID0074991,20150828
CID0297444,20150828
CID0119552,20150828
CID0277543,20150824
CID0361007,20150902
CID0058595,20150831
CID0082377,20150828
CID0029443,20150902
CID0386064,20150827
CID0084992,20150902
CID0307332,20150906
CID0053513,20150828
CID0108983,20150831
CID0003140,20150831
CID0056439,20150831
CID0085518,20150828
CID0000501,20150902
CID0117873,20150907
CID0175356,20150901
CID0214352,20150902
CID0048333,20150831
CID0358376,20150902
CID0192774,20150828
CID0346080,20150828
CID0038091,20150902
CID0133658,20150902
CID0286779,20150828
CID0321672,20150826
CID0021378,20150828
CID0300709,20150827
CID0043436,20150908
CID0072392,20150902
CID0294544,20150828
CID0265904,20150828
CID0179988,20150908
CID0040870,20150902
CID0131477,20150902
CID0185693,20150906
CID0366527,20150828
CID0143521,20150828
CID0086991,20150828
CID0219641,20150902
CID0261293,20150831
CID0267228,20150902
CID0165866,20170816
CID0270060,20170816
CID0337908,20170823
CID0301746,20170822
CID0102244,20170823
CID0226128,20170823
CID0242888,20170822
CID0264302,20170811
CID0152221,20170810
CID0049563,20170809
CID0240399,20170810
CID0017414,20170810
CID0183179,20170810
CID0114768,20170811
CID0351108,20170809
CID0026033,20170810
CID0064462,20170823
CID0176792,20170823
CID0370232,20170824
CID0058724,20170823
CID0025150,20170824
CID0137289,20170824
CID0280444,20170824
CID0284839,20170825
CID0107845,20170824
CID0369857,20170825
CID0360670,20170824
CID0162148,20170825
CID0255139,20170825
CID0117426,20170826
CID0162397,20170829
CID0254863,20170815
CID0059449,20170815
CID0134047,20170816
CID0036355,20170816
CID0185343,20170815
CID0161573,20170812
CID0179442,20170815
CID0228486,20170812
CID0315076,20170815
CID0087782,20170815
CID0365762,20170815
CID0277074,20170817
CID0175568,20170823
CID0194187,20170816
CID0145506,20170817
CID0165163,20170816
CID0312311,20170817
CID0189711,20170817
CID0183770,20170826
CID0187192,20170826
CID0236030,20170830
CID0385461,20170817
CID0142575,20170816
CID0304640,20170816
CID0213478,20170817
CID0067860,20170816
CID0336129,20170818
CID0200942,20170815
CID0189379,20170816
CID0195130,20170816
CID0186626,20170817
CID0113235,20170817
CID0335499,20170823
CID0300347,20170822
CID0352180,20170825
CID0245830,20170823
CID0249365,20170823
CID0246829,20170822
CID0374742,20170621
CID0172886,20170622
CID0366110,20170706
CID0248552,20170708
CID0258968,20170705
CID0320111,20170707
CID0373063,20170706
CID0154685,20170706
CID0115440,20170706
CID0279718,20170706
CID0044553,20170708
CID0273424,20170706
CID0333391,20170706
CID0187755,20170706
CID0376646,20170706
CID0006454,20170705
CID0083966,20170713
CID0091159,20170710
CID0305644,20170706
CID0182334,20170707
CID0289530,20170707
CID0061768,20170707
CID0312044,20170706
CID0344633,20170710
CID0257609,20170707
CID0110840,20170707
CID0269750,20170707
CID0072970,20170711
CID0351517,20170629
CID0383909,20170704
CID0372362,20170630
CID0085846,20170630
CID0123721,20170701
CID0297539,20170629
CID0081897,20170630
CID0203478,20170630
CID0241223,20170630
CID0118918,20170630
CID0301438,20170630
CID0253829,20170701
CID0182683,20170630
CID0212172,20170630
CID0126343,20170701
CID0029077,20170629
CID0005049,20170701
CID0319502,20170624
CID0175408,20170623
CID0215280,20170623
CID0044506,20170624
CID0283215,20170623
CID0222997,20170624
CID0125424,20170622
CID0160455,20170623
CID0387286,20170623
CID0182187,20170623
CID0190935,20170623
CID0055773,20170628
CID0135171,20170623
CID0326405,20160422
CID0059312,20160422
CID0283046,20160423
CID0330584,20160427
CID0190076,20160422
CID0387561,20160421
CID0304302,20160421
CID0045931,20160421
CID0279834,20160422
CID0314476,20160422
CID0210946,20160422
CID0174775,20160423
CID0296988,20160421
CID0370861,20160423
CID0337666,20160428
CID0115688,20160423
CID0146775,20160423
CID0224532,20160423
CID0194304,20160423
CID0068624,20160422
CID0374745,20160422
CID0002493,20160423
CID0262193,20160422
CID0025070,20160422
CID0354250,20160423
CID0056665,20160423
CID0089100,20160423
CID0012570,20160422
CID0355438,20160422
CID0071725,20160422
CID0345885,20160423
CID0164212,20160421
CID0025713,20160422
CID0231971,20160420
CID0126851,20170331
CID0193121,20170331
CID0150340,20170402
CID0337950,20170329
CID0269930,20170330
CID0053149,20170329
CID0029565,20170330
CID0292345,20170331
CID0208750,20170402
CID0173412,20170331
CID0207521,20170331
CID0178336,20170330
CID0388212,20170330
CID0354846,20170328
CID0368705,20170329
CID0097763,20170331
CID0056147,20170328
CID0042086,20170329
CID0081704,20160923
CID0327288,20160923
CID0322611,20160924
CID0145852,20160924
CID0092059,20170330
CID0223571,20170329
CID0339095,20170329
CID0346049,20160923
CID0123706,20160924
CID0119338,20160923
CID0105113,20160923
CID0282547,20160924
CID0234078,20160923
CID0373523,20160923
CID0230175,20160924
CID0143547,20160923
CID0234865,20160924
CID0236034,20160922
CID0229810,20160923
CID0256916,20160930
CID0158114,20160927
CID0007767,20160924
CID0088359,20170402
CID0088538,20170406
CID0076709,20170330
CID0231097,20170331
CID0140299,20170331
CID0382122,20170401
CID0195163,20170331
CID0058411,20170330
CID0034205,20170331
CID0144827,20170401
CID0037340,20170331
CID0084645,20170331
CID0191806,20160422
CID0339045,20160422
CID0234231,20160422
CID0327484,20160422
CID0331152,20160422
CID0207325,20160423
CID0014699,20160423
CID0086760,20160423
CID0269573,20160423
CID0373451,20160423
CID0185367,20160423
CID0106714,20160422
CID0013219,20160421
CID0242452,20160422
CID0178985,20160421
CID0087626,20160421
CID0111620,20160421
CID0166452,20160422
CID0247483,20160423
CID0122242,20160420
CID0106826,20160423
CID0212138,20160426
CID0285602,20160423
CID0160168,20160422
CID0065285,20160422
CID0071612,20160423
CID0003106,20160422
CID0134411,20160421
CID0153963,20160422
CID0209415,20160421
CID0180747,20160422
CID0129483,20160422
CID0149634,20160422
CID0336147,20160422
CID0064168,20160421
CID0079211,20160422
CID0066178,20160423
CID0028293,20160422
CID0312740,20170329
CID0094221,20170328
CID0144278,20170328
